tool_name,tool_version,input_name,input_extension,input_edam_format
QCEmbedder,2.3.0,param_table,tabular,format_3475
idpqonvertEmbedder,3.0.11579.0,input,idpdb,format_3621
idpqonvertEmbedder,3.0.11579.0,use_raw_data_condition|input_raw,mzml,format_3244
idpqonvert,3.0.11579.0,input,mzid,format_3247
idpqonvert,3.0.11579.0,ProteinDatabase,fasta,format_1929
idpquery,3.0.11579.0,input,idpdb,format_3621
idpassemble,3.0.11579.0,input,idpdb,format_3621
idpassemble,3.0.11579.0,AssignSourceHierarchyCondition|AssignSourceHierarchy,tabular,format_3475
idpassemble,3.0.11579.0,IsobaricSampleMappingCondition|IsobaricSampleMapping,tabular,format_3475
myrimatch,3.0.11579.0,input,mzml,format_3244
myrimatch,3.0.11579.0,ProteinDatabase,fasta,format_1929
query_tabular,5.0.0,tables|table,tabular,format_3475
filter_tabular,5.0.0,input,tabular,format_3475
sqlite_to_tabular,5.0.0,sqlitedb,sqlite,format_3621
MassTraceExtractor,2.2.0,param_in,mzml,format_3244
IDRTCalibration,2.2.0,param_in,idxml,format_2032
TopPerc,2.2.0.1,param_percolator_executable,txt,format_2330
TopPerc,2.2.0.1,param_in_target,mzid,format_3247
TopPerc,2.2.0.1,param_in_decoy,mzid,format_3247
TopPerc,2.2.0.1,param_k,txt,format_2330
TopPerc,2.2.0.1,param_W,txt,format_2330
OpenSwathChromatogramExtractor,2.2.0,param_in,mzml,format_3244
OpenSwathChromatogramExtractor,2.2.0,param_tr,tabular,format_3475
OpenSwathChromatogramExtractor,2.2.0,param_rt_norm,trafoxml,format_2332
hardklor,2.30.1,ms1_in,mzml,format_3244
kronik,2.20,inputfile,hardklor,format_3475
eden_protease_prediction,0.9,selected_tasks|infile_model,zip,format_2333
eden_protease_prediction,0.9,selected_tasks|infile_data,fasta,format_1929
eden_protease_prediction,0.9,selected_tasks|infile_train,fasta,format_1929
decoyfasta,0.2.0,input,fasta,format_1929
morpheus,2.255.0,inputs,mzml,format_3244
morpheus,2.255.0,searchdb,fasta,format_1929
proteomics_search_tandem_1,1.0.1,database|fasta_file,fasta,format_1929
proteomics_search_tandem_1,1.0.1,input_file,mzml,format_3244
proteomics_search_tandem_2,1.0.1,input_file,mzml,format_3244
proteomics_search_tandem_2,1.0.1,database|fasta_file,fasta,format_1929
proteomics_search_tandem_2,1.0.1,config|config_file,xml,format_2332
w4mclassfilter,0.98.14,dataMatrix_in,tabular,format_3475
w4mclassfilter,0.98.14,sampleMetadata_in,tabular,format_3475
w4mclassfilter,0.98.14,variableMetadata_in,tabular,format_3475
Heatmap,2.2.2,dataMatrix_in,tabular,format_3475
Heatmap,2.2.2,sampleMetadata_in,tabular,format_3475
Heatmap,2.2.2,variableMetadata_in,tabular,format_3475
genform,8,ms,tabular,format_3475
genform,8,msms,tabular,format_3475
NmrAnnotation,3.0.0,zip_file,no_unzip.zip,format_2333
xcms_export_samplemetadata,3.4.4.0,images,rdata.xcms.findchrompeaks,format_2333
tablemerge,1.0.1,dataMatrix_in,tabular,format_3475
tablemerge,1.0.1,Metadata_in,tabular,format_3475
intens_check,1.2.1,dataMatrix_in,tabular,format_3475
intens_check,1.2.1,sampleMetadata_in,tabular,format_3475
intens_check,1.2.1,variableMetadata_in,tabular,format_3475
idchoice,18.01,dataMatrix_in,tabular,format_3475
idchoice,18.01,Metadata_in,tabular,format_3475
normalization,2.0.1,dataMatrix,tabular,format_3475
normalization,2.0.1,scalingMethod|sampleMetadata,tabular,format_3475
mixmodel,1.0.0,dataMatrix_in,tabular,format_3475
mixmodel,1.0.0,sampleMetadata_in,tabular,format_3475
mixmodel,1.0.0,variableMetadata_in,tabular,format_3475
asca,1.0.0,dataMatrix_in,tabular,format_3475
asca,1.0.0,sampleMetadata_in,tabular,format_3475
asca,1.0.0,variableMetadata_in,tabular,format_3475
corrtable,0.0.0,tab1_in,tabular,format_3475
corrtable,0.0.0,tab2_in,tabular,format_3475
wsdl_hmdb,1.6.1,input_type|masses,tabular,format_3475
bank_inhouse,1.2.1,input_type|variableMetadata_in,tabular,format_3475
bank_inhouse,1.2.1,bank_type|bank_in,tabular,format_3475
lcmsmatching,4.0.2,db|dburl,tabular,format_3475
lcmsmatching,4.0.2,mzrtinput,tabular,format_3475
golm_ws_lib_search,2018-10-01,input_type|masses,msp,format_2330
NMR_Preprocessing,3.3.0,dataMatrixFid,tabular,format_3475
NMR_Preprocessing,3.3.0,sampleMetadataFid,tabular,format_3475
NMR_Read,3.3.0,fidzipfile,no_unzip.zip,format_2333
abims_xcms_summary,3.4.4.0,image,rdata.xcms.findchrompeaks,format_2333
abims_CAMERA_annotateDiffreport,2.2.4,image,rdata.xcms.fillpeaks,format_2333
abims_xcms_fillPeaks,3.4.4.0,image,rdata.xcms.group,format_2333
abims_xcms_retcor,3.4.4.1,image,rdata.xcms.findchrompeaks,format_2333
abims_xcms_group,3.4.4.0,image,rdata.xcms.findchrompeaks,format_2333
xcms_merge,3.4.4.0,images,rdata.xcms.findchrompeaks,format_2333
xcms_merge,3.4.4.0,sampleMetadata,tabular,format_3475
xcms_plot_chromatogram,3.4.4.0,images,rdata.msnbase.raw,format_2333
xcms_plot_chromatogram,3.4.4.0,sampleMetadata,tabular,format_3475
abims_xcms_xcmsSet,3.4.4.1,image,rdata.msnbase.raw,format_2333
msnbase_readmsdata,2.8.2.1,input,mzxml,format_3654
lipidmaps,2018-10-02,file_input,tabular,format_3475
w4mcorcov,0.98.17,dataMatrix_in,tabular,format_3475
w4mcorcov,0.98.17,sampleMetadata_in,tabular,format_3475
w4mcorcov,0.98.17,variableMetadata_in,tabular,format_3475
w4mjoinpn,0.98.2,dmpos,tabular,format_3475
w4mjoinpn,0.98.2,smpos,tabular,format_3475
w4mjoinpn,0.98.2,vmpos,tabular,format_3475
w4mjoinpn,0.98.2,dmneg,tabular,format_3475
w4mjoinpn,0.98.2,smneg,tabular,format_3475
w4mjoinpn,0.98.2,vmneg,tabular,format_3475
generic_filter,2017.06,dataMatrix_in,tabular,format_3475
generic_filter,2017.06,sampleMetadata_in,tabular,format_3475
generic_filter,2017.06,variableMetadata_in,tabular,format_3475
quality_metrics,2.2.8,dataMatrix_in,tabular,format_3475
quality_metrics,2.2.8,sampleMetadata_in,tabular,format_3475
quality_metrics,2.2.8,variableMetadata_in,tabular,format_3475
metams_runGC,2.1.1,inputs|zip_file,no_unzip.zip,format_2333
metams_runGC,2.1.1,inputs|xset,rdata.xcms.raw,None
metams_runGC,2.1.1,settings|options_db|db_input,msp,format_2330
metams_runGC,2.1.1,settings|options_ri|ri_input,tabular,format_3475
mixomics_multilevel,0.5.0,dataMatrix_in,tabular,format_3475
mixomics_multilevel,0.5.0,sampleMetadata_in,tabular,format_3475
checkFormat,3.0.0,dataMatrix_in,tabular,format_3475
checkFormat,3.0.0,sampleMetadata_in,tabular,format_3475
checkFormat,3.0.0,variableMetadata_in,tabular,format_3475
Determine_BC,2.1.2,dataMatrix,tabular,format_3475
Determine_BC,2.1.2,sampleMetadata,tabular,format_3475
Batch_correction,2.1.2,dataMatrix,tabular,format_3475
Batch_correction,2.1.2,sampleMetadata,tabular,format_3475
Batch_correction,2.1.2,variableMetadata,tabular,format_3475
massbank_ws_searchspectrum,2017-02-06,variableMetadata_in,tabular,format_3475
Probmetab,1.1.0,acquisition_options|image,rdata.camera.positive,None
Probmetab,1.1.0,acquisition_options|input_mode|image_pos,rdata.camera.positive,None
Probmetab,1.1.0,acquisition_options|input_mode|image_neg,rdata.camera.negative,None
abims_CAMERA_combinexsAnnos,2.2.2,image_pos,rdata.camera.positive,None
abims_CAMERA_combinexsAnnos,2.2.2,image_neg,rdata.camera.negative,None
profia,3.1.0,inputs|zip_file,no_unzip.zip,format_2333
NmrBucketing,2.0.3,inputs|zip_file,no_unzip.zip,format_2333
NmrBucketing,2.0.3,inputs|tsv_file,tabular,format_3475
NmrNormalization,1.0.1,dataMatrix,tabular,format_3475
NmrNormalization,1.0.1,scalingMethod|sampleMetadata,tabular,format_3475
NmrAlignment,2.0.4,inputs|zip_file,no_unzip.zip,format_2333
NmrAlignment,2.0.4,inputs|tsv_file,tabular,format_3475
gmx_fep,2019.1,groin,gro,format_3475
gmx_fep,2019.1,topin,top,format_2330
ctb_osra,2.1.0,infile,pdf,format_3508
bedtools_groupbybed,2.27.0.0,inputA,bed,format_3003
bedtools_bedtoigv,2.27.0.0,input,bed,format_3003
bedtools_bedpetobam,2.27.0.0,input,bed,format_3003
bedtools_bedpetobam,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_bedtobam,2.27.0.0,input,bed,format_3003
bedtools_bedtobam,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_reldistbed,2.27.0.0,inputA,bed,format_3003
bedtools_reldistbed,2.27.0.0,inputB,bed,format_3003
bedtools_subtractbed,2.27.0.0,inputA,bed,format_3003
bedtools_subtractbed,2.27.0.0,inputB,bed,format_3003
bedtools_genomecoveragebed,2.27.0.0,input_type|input,bed,format_3003
bedtools_genomecoveragebed,2.27.0.0,input_type|genome_file_opts|genome,tabular,format_3475
bedtools_genomecoveragebed,2.27.0.0,input_type|input,bam,format_2572
bedtools_bed12tobed6,2.27.0.0,input,bed,format_3003
bedtools_getfastabed,2.27.0.1,input,bed,format_3003
bedtools_getfastabed,2.27.0.1,fasta_source|fasta,fasta,format_1929
bedtools_fisher,2.27.0.0,inputA,bed,format_3003
bedtools_fisher,2.27.0.0,inputB,bed,format_3003
bedtools_fisher,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_annotatebed,2.27.0.0,inputA,bed,format_3003
bedtools_annotatebed,2.27.0.0,names|beds|input,bed,format_3003
bedtools_annotatebed,2.27.0.0,names|beds,bed,format_3003
bedtools_sortbed,2.27.0.0,input,bed,format_3003
bedtools_makewindowsbed,2.27.0.0,type|input,bed,format_3003
bedtools_makewindowsbed,2.27.0.0,type|genome_file_opts|genome,tabular,format_3475
bedtools_closestbed,2.27.0.0,inputA,bed,format_3003
bedtools_closestbed,2.27.0.0,overlap_with|inputB,bed,format_3003
bedtools_links,2.27.0.0,input,bed,format_3003
bedtools_complementbed,2.27.0.0,input,bed,format_3003
bedtools_complementbed,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_jaccard,2.27.0.0,inputA,bed,format_3003
bedtools_jaccard,2.27.0.0,inputB,bed,format_3003
bedtools_maskfastabed,2.27.0.0,input,bed,format_3003
bedtools_maskfastabed,2.27.0.0,fasta,fasta,format_1929
bedtools_bamtobed,2.27.0.0,input,bam,format_2572
bedtools_coveragebed,2.27.0.3,inputA,bam,format_2572
bedtools_coveragebed,2.27.0.3,reduce_or_iterate|inputB,bam,format_2572
bedtools_windowbed,2.27.0.0,inputA,bed,format_3003
bedtools_windowbed,2.27.0.0,inputB,bed,format_3003
bedtools_randombed,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_mergebed,2.27.0.0,input,bam,format_2572
bedtools_map,2.27.0.0,inputA,bam,format_2572
bedtools_map,2.27.0.0,inputB,bam,format_2572
bedtools_map,2.27.0.0,genome|genome_file_opts|genome,tabular,format_3475
bedtools_multicovtbed,2.27.0.0,input,bed,format_3003
bedtools_multicovtbed,2.27.0.0,bams,bam,format_2572
bedtools_slopbed,2.27.0.0,inputA,bed,format_3003
bedtools_slopbed,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_nucbed,2.27.0.1,input,bed,format_3003
bedtools_nucbed,2.27.0.1,fasta,fasta,format_1929
bedtools_overlapbed,2.27.0.0,input,bed,format_3003
bedtools_spacingbed,2.27.0.0,input,bed,format_3003
bedtools_bamtofastq,2.27.0.0,input,bam,format_2572
bedtools_tagbed,2.27.0.0,inputA,bam,format_2572
bedtools_tagbed,2.27.0.0,inputB,bed,format_3003
bedtools_expandbed,2.27.0.0,input,bed,format_3003
bedtools_flankbed,2.27.0.0,input,bed,format_3003
bedtools_flankbed,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_clusterbed,2.27.0.0,inputA,bed,format_3003
bedtools_multiintersectbed,2.27.0.0,tag|inputs,bed,format_3003
bedtools_multiintersectbed,2.27.0.0,tag|beds|input,bed,format_3003
bedtools_multiintersectbed,2.27.0.0,empty|genome_file_opts|genome,tabular,format_3475
bedtools_shufflebed,2.27.0.0,inputA,bed,format_3003
bedtools_shufflebed,2.27.0.0,genome_file_opts|genome,tabular,format_3475
bedtools_shufflebed,2.27.0.0,add_bed|excl,bed,format_3003
bedtools_shufflebed,2.27.0.0,add_bed|incl,bed,format_3003
bedtools_unionbedgraph,2.27.0.0,tag|inputs,bedgraph,format_3583
bedtools_unionbedgraph,2.27.0.0,tag|bedgraphs|input,bedgraph,format_3583
bedtools_unionbedgraph,2.27.0.0,empty|genome_file_opts|genome,tabular,format_3475
bedtools_intersectbed,2.27.0.2,inputA,bam,format_2572
bedtools_intersectbed,2.27.0.2,reduce_or_iterate|inputB,bam,format_2572
ctb_mordred_descriptors,1.2.0,input,smi,format_3475
gmx_merge_topology_files,2019.1.2,top_input,top,format_2330
gmx_merge_topology_files,2019.1.2,itp_inputs,top,format_2330
gmx_solvate,2019.1.2,gro_input,gro,format_3475
gmx_solvate,2019.1.2,top_input,top,format_2330
gmx_em,2019.1.2,gro_input,gro,format_3475
gmx_em,2019.1.2,top_input,top,format_2330
gmx_em,2019.1.2,mdp|mdp_input,mdp,format_2330
gmx_sim,2019.1.2,gro_input,gro,format_3475
gmx_sim,2019.1.2,top_input,top,format_2330
gmx_sim,2019.1.2,cpt_inp|cpt_in,cpt,format_2333
gmx_sim,2019.1.2,posres|itp_inp,itp,format_2330
gmx_sim,2019.1.2,ndx_inp|ndx_in,txt,format_2330
gmx_sim,2019.1.2,mdp|mdp_input,mdp,format_2330
gmx_setup,2019.1.2,pdb_input,pdb,format_2330
goseq,0.2.2,dge_file,tabular,format_3475
goseq,0.2.2,length_file,tabular,format_3475
goseq,0.2.2,category_file,tabular,format_3475
vmd_hbonds,1.9.3,trajin,dcd,format_2333
vmd_hbonds,1.9.3,strin,pdb,format_2330
ambertools_acpype,19.0.1,input1,pdb,format_2330
prepare_box,0.1.1,ligand,mol,format_2330
rdock_rbdock,0.1.2,receptor,mol2,format_2330
rdock_rbdock,0.1.2,active_site,rdock_as,format_2333
rdock_rbdock,0.1.2,ligands,sdf,format_2330
sdf_to_tab,2019.03.1,infile,sdf,format_2330
mdanalysis_ramachandran_plot,0.20,trajin,dcd,format_2333
mdanalysis_ramachandran_plot,0.20,strin,pdb,format_2330
bio3d_pca_visualize,2.3.4,dcdin,dcd,format_2333
bio3d_pca_visualize,2.3.4,pdbin,pdb,format_2330
bio3d_rmsf,2.3.4,dcdin,dcd,format_2333
bio3d_rmsf,2.3.4,pdbin,pdb,format_2330
mdanalysis_dihedral,0.20,trajin,dcd,format_2333
mdanalysis_dihedral,0.20,strin,pdb,format_2330
ambertools_parmchk2,19.0.1,input1,mol2,format_2330
mdanalysis_distance,0.20,trajin,dcd,format_2333
mdanalysis_distance,0.20,strin,pdb,format_2330
bio3d_pca,2.3.4,dcdin,dcd,format_2333
bio3d_pca,2.3.4,pdbin,pdb,format_2330
bio3d_rmsd,2.3.4,dcdin,dcd,format_2333
bio3d_rmsd,2.3.4,pdbin,pdb,format_2330
bio3d_dccm,2.3.4,dcdin,dcd,format_2333
bio3d_dccm,2.3.4,pdbin,pdb,format_2330
ambertools_antechamber,19.0.1,input1,pdb,format_2330
mdanalysis_cosine_analysis,0.20,trajin,dcd,format_2333
mdanalysis_cosine_analysis,0.20,strin,pdb,format_2330
mdanalysis_hbonds,0.20,trajin,dcd,format_2333
mdanalysis_hbonds,0.20,strin,pdb,format_2330
md_slicer,1.9.3,traj,xtc,format_2333
mdanalysis_rdf,0.20,trajin,dcd,format_2333
mdanalysis_rdf,0.20,strin,pdb,format_2330
mdanalysis_angle,0.20,trajin,dcd,format_2333
mdanalysis_angle,0.20,strin,pdb,format_2330
packmol,18.169.1,packmol_inputs|input,pdb,format_2330
sucos_docking_scoring,0.1.1,input,sdf,format_2330
sucos_docking_scoring,0.1.1,refmol,sdf,format_2330
sucos_clustering,0.1.1,input,sdf,format_2330
sucos_max_score,0.1.1,input,sdf,format_2330
sucos_max_score,0.1.1,clusters,sdf,format_2330
docking,0.3.0,receptor,pdbqt,format_2330
docking,0.3.0,ligands,sdf,format_2330
docking,0.3.0,config_params|box,txt,format_2330
rdock_rbcavity,0.1,receptor,mol2,format_2330
rdock_rbcavity,0.1,ligand,mol,format_2330
gmx_nvt,2019.1,gro_input,gro,format_3475
gmx_nvt,2019.1,top_input,top,format_2330
gmx_nvt,2019.1,itp_input,itp,format_2330
gmx_nvt,2019.1,mdp|mdp_input,mdp,format_2330
gmx_md,2019.1,gro_input,gro,format_3475
gmx_md,2019.1,top_input,top,format_2330
gmx_md,2019.1,cpt_input,cpt,format_2333
gmx_md,2019.1,mdp|mdp_input,mdp,format_2330
gmx_npt,2019.1,gro_input,gro,format_3475
gmx_npt,2019.1,top_input,top,format_2330
gmx_npt,2019.1,cpt_input,cpt,format_2333
gmx_npt,2019.1,itp_input,itp,format_2330
gmx_npt,2019.1,mdp|mdp_input,mdp,format_2330
openbabel_remDuplicates,2.4.2.1.0,infile,sdf,format_2330
openbabel_addh,2.4.2.1.0,infile,sdf,format_2330
openbabel_filter,2.4.2.1.0,infile,sdf,format_2330
openbabel_subsearch,2.4.2.1.0,query,tabular,format_3475
openbabel_subsearch,2.4.2.1.0,fastsearch,obfs,format_2333
openbabel_compound_convert,2.4.2.1.0,infile,sdf,format_2330
openbabel_remove_protonation_state,2.4.2.1.0,infile,sdf,format_2330
openbabel_spectrophore_search,2.4.2.1.0,target,sdf,format_2330
openbabel_spectrophore_search,2.4.2.1.0,library,tabular,format_3475
openbabel_svg_depiction,2.4.2.1.0,infile,sdf,format_2330
openbabel_remIons,2.4.2.1.0,infile,sdf,format_2330
openbabel_genProp,2.4.2.1.0,infile,sdf,format_2330
openbabel_change_title,2.4.2.1.0,infile,sdf,format_2330
openbabel_obgrep,2.4.2.1.0,infile,sdf,format_2330
openbabel_obgrep,2.4.2.1.0,input_type|query,tabular,format_3475
openbabel_remSmall,2.4.2.1.0,infile,sdf,format_2330
prepare_ligands_for_docking,2.4.2.1.0,ligands,sdf,format_2330
padel,2.21,input,sdf,format_2330
fpocket,0.1.0,input,pdb,format_2330
chembl,0.1.0,input|smiles,smi,format_3475
ctb_rdkit_descriptors,0.6,infile,smi,format_3475
openbabel_multi_obgrep,2.4.1.0,infile,sdf,format_2330
openbabel_multi_obgrep,2.4.1.0,query,tabular,format_3475
md_converter,1.9.1,input|input_file,xtc,format_2333
md_converter,1.9.1,input|input_file,gro,format_3475
ctb_remIons,1.0,infile,sdf,format_2330
ctb_subsearch,0.1,query,tabular,format_3475
ctb_subsearch,0.1,fastsearch,obfs,format_2333
ctb_multi_obgrep,0.1,infile,sdf,format_2330
ctb_multi_obgrep,0.1,query,tabular,format_3475
ctb_spectrophore_search,1.0,target,sdf,format_2330
ctb_spectrophore_search,1.0,library,tabular,format_3475
ctb_chemfp_nxn_clustering,0.4,infile,fps,format_2330
ctb_sdf2fps,0.2,infile,sdf,format_2330
ctb_chemfp_mol2fps,0.3.0,infile,sdf,format_2330
ctb_chemfp_butina_clustering,0.2,infile,fps,format_2330
ctb_np-likeness-calculator,2.1,infile,smi,format_3475
ctb_simsearch,0.2,method_opts|query_opts|query,fps,format_2330
ctb_simsearch,0.2,method_opts|query_opts|targets,fps,format_2330
ctb_simsearch,0.2,method_opts|query,smi,format_3475
ctb_simsearch,0.2,method_opts|fastsearch,obfs,format_2333
ctb_confab,0.4,infile,sdf,format_2330
ctb_mds_plot,0.1,infile,binary,format_2333
fragmenter,0.1,infile,sdf,format_2330
bgchem_fragment_merger,0.1,infile,sdf,format_2330
prepare_receptor,0.1.0,receptor,pdb,format_2330
maximal_information_based_nonparametric_exploration,0.0.1,input_file,csv,format_3475
plot_for_lda_output1,1.0.1,input,txt,format_2330
lda_analy1,1.0.1,input,tabular,format_3475
generate_matrix_for_pca_and_lda1,1.0.0,input_1,tabular,format_3475
generate_matrix_for_pca_and_lda1,1.0.0,input_2,tabular,format_3475
count_gff_features,0.2,input,gff,format_2305
cor2,1.0.0,input1,tabular,format_3475
BestSubsetsRegression1,1.0.0,input1,tabular,format_3475
pca1,1.0.2,input1,tabular,format_3475
kpca1,1.0.0,input1,tabular,format_3475
kcca1,1.0.0,input1,tabular,format_3475
cca1,1.0.0,input1,tabular,format_3475
t_test_two_samples,1.0.1,inputFile1,tabular,format_3475
t_test_two_samples,1.0.1,inputFile2,tabular,format_3475
ip_landmark_registration,0.0.2,points_file1,tabular,format_3475
ip_landmark_registration,0.0.2,points_file2,tabular,format_3475
plotly_regression_performance_plots,0.1,infile_input,tabular,format_3475
plotly_regression_performance_plots,0.1,infile_output,tabular,format_3475
sklearn_model_fit,1.0.7.12,infile_estimator,zip,format_2333
sklearn_model_fit,1.0.7.12,input_options|infile1,tabular,format_3475
sklearn_model_fit,1.0.7.12,input_options|infile2,tabular,format_3475
sklearn_model_fit,1.0.7.12,input_options|infile1,txt,format_2330
sklearn_fitted_model_eval,1.0.7.12,infile_estimator,zip,format_2333
sklearn_fitted_model_eval,1.0.7.12,infile_weights,h5,format_3590
sklearn_fitted_model_eval,1.0.7.12,input_options|infile1,tabular,format_3475
sklearn_fitted_model_eval,1.0.7.12,input_options|infile2,tabular,format_3475
sklearn_fitted_model_eval,1.0.7.12,input_options|infile1,txt,format_2330
sklearn_stacking_ensemble_models,0.2.0.1,base_est_builder|estimator_selector|c_estimator,zip,format_2333
plotly_ml_performance_plots,0.1,infile_input,tabular,format_3475
plotly_ml_performance_plots,0.1,infile_output,tabular,format_3475
plotly_ml_performance_plots,0.1,infile_trained_model,zip,format_2333
sklearn_train_test_split,1.0.7.12,infile_array,tabular,format_3475
keras_model_builder,0.4.2,mode_selection|infile_json,json,format_3464
keras_model_builder,0.4.2,mode_selection|infile_weights,h5,format_3590
scipy_sparse,1.0.7.12,sparse_functions|sparse_inputs|input,txt,format_2330
ml_visualization_ex,1.0.7.12,plotting_selection|infile1,tabular,format_3475
ml_visualization_ex,1.0.7.12,plotting_selection|infile2,tabular,format_3475
ml_visualization_ex,1.0.7.12,plotting_selection|infile_estimator,zip,format_2333
ml_visualization_ex,1.0.7.12,plotting_selection|infile_model_config,json,format_3464
sklearn_model_validation,1.0.7.12,infile_estimator,zip,format_2333
sklearn_model_validation,1.0.7.12,input_options|infile1,tabular,format_3475
sklearn_model_validation,1.0.7.12,input_options|infile2,tabular,format_3475
sklearn_model_validation,1.0.7.12,input_options|infile1,txt,format_2330
sklearn_model_validation,1.0.7.12,input_options|fasta_path,fasta,format_1929
sklearn_model_validation,1.0.7.12,input_options|ref_genome_file,fasta,format_1929
sklearn_model_validation,1.0.7.12,input_options|interval_file,interval,format_3475
sklearn_model_validation,1.0.7.12,input_options|target_file,bed,format_3003
sklearn_generalized_linear,1.0.7.12,selected_tasks|infile_model,zip,format_2333
sklearn_generalized_linear,1.0.7.12,selected_tasks|infile_data,tabular,format_3475
sklearn_generalized_linear,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,tabular,format_3475
sklearn_generalized_linear,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile2,tabular,format_3475
sklearn_generalized_linear,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,txt,format_2330
sklearn_discriminant_classifier,1.0.7.12,selected_tasks|infile_model,zip,format_2333
sklearn_discriminant_classifier,1.0.7.12,selected_tasks|infile_data,tabular,format_3475
sklearn_discriminant_classifier,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,tabular,format_3475
sklearn_discriminant_classifier,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile2,tabular,format_3475
sklearn_discriminant_classifier,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,txt,format_2330
sklearn_regression_metrics,1.0.7.12,regression_metrics|infile1,tabular,format_3475
sklearn_regression_metrics,1.0.7.12,regression_metrics|infile2,tabular,format_3475
sklearn_clf_metrics,1.0.7.12,clf_metrics|infile1,tabular,format_3475
sklearn_clf_metrics,1.0.7.12,clf_metrics|infile2,tabular,format_3475
sklearn_data_preprocess,1.0.7.12,input_type|infile,tabular,format_3475
sklearn_data_preprocess,1.0.7.12,input_type|infile,txt,format_2330
sklearn_feature_selection,1.0.7.12,fs_algorithm_selector|model_inputter|estimator_selector|c_estimator,zip,format_2333
sklearn_feature_selection,1.0.7.12,fs_algorithm_selector|model_inputter|fitted_estimator,zip,format_2333
sklearn_feature_selection,1.0.7.12,fs_algorithm_selector|estimator_selector|c_estimator,zip,format_2333
sklearn_feature_selection,1.0.7.12,input_options|infile1,tabular,format_3475
sklearn_feature_selection,1.0.7.12,input_options|infile2,tabular,format_3475
sklearn_feature_selection,1.0.7.12,input_options|infile1,txt,format_2330
sklearn_feature_selection,1.0.7.12,input_options|fasta_path,fasta,format_1929
sklearn_feature_selection,1.0.7.12,input_options|ref_genome_file,fasta,format_1929
sklearn_feature_selection,1.0.7.12,input_options|interval_file,interval,format_3475
sklearn_feature_selection,1.0.7.12,input_options|target_file,bed,format_3003
sklearn_ensemble,1.0.7.12,selected_tasks|infile_model,zip,format_2333
sklearn_ensemble,1.0.7.12,selected_tasks|infile_data,tabular,format_3475
sklearn_ensemble,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,tabular,format_3475
sklearn_ensemble,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile2,tabular,format_3475
sklearn_ensemble,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,txt,format_2330
sklearn_numeric_clustering,1.0.7.12,input_types|infile,txt,format_2330
sklearn_numeric_clustering,1.0.7.12,input_types|infile,tabular,format_3475
sklearn_nn_classifier,1.0.7.12,selected_tasks|infile_model,zip,format_2333
sklearn_nn_classifier,1.0.7.12,selected_tasks|infile_data,tabular,format_3475
sklearn_nn_classifier,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,tabular,format_3475
sklearn_nn_classifier,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile2,tabular,format_3475
sklearn_nn_classifier,1.0.7.12,selected_tasks|selected_algorithms|input_options|infile1,txt,format_2330
sklearn_pairwise_metrics,1.0.7.12,input_type|input_files|input,tabular,format_3475
sklearn_pairwise_metrics,1.0.7.12,input_type|input_files|input,txt,format_2330
sklearn_searchcv,1.0.7.12,search_schemes|infile_estimator,zip,format_2333
sklearn_searchcv,1.0.7.12,input_options|infile1,tabular,format_3475
sklearn_searchcv,1.0.7.12,input_options|infile2,tabular,format_3475
sklearn_searchcv,1.0.7.12,input_options|infile1,txt,format_2330
sklearn_searchcv,1.0.7.12,input_options|fasta_path,fasta,format_1929
sklearn_searchcv,1.0.7.12,input_options|ref_genome_file,fasta,format_1929
sklearn_searchcv,1.0.7.12,input_options|interval_file,interval,format_3475
sklearn_searchcv,1.0.7.12,input_options|target_file,bed,format_3003
sklearn_estimator_attributes,1.0.7.12,infile_object,zip,format_2333
keras_batch_models,0.4.2,mode_selection|infile_json,json,format_3464
model_prediction,1.0.7.12,infile_estimator,zip,format_2333
model_prediction,1.0.7.12,infile_weights,h5,format_3590
model_prediction,1.0.7.12,input_options|infile1,tabular,format_3475
model_prediction,1.0.7.12,input_options|infile1,txt,format_2330
model_prediction,1.0.7.12,input_options|fasta_path,fasta,format_1929
model_prediction,1.0.7.12,input_options|ref_genome_file,fasta,format_1929
model_prediction,1.0.7.12,input_options|vcf_file,vcf,format_3016
sklearn_train_test_eval,1.0.7.12,experiment_schemes|infile_estimator,zip,format_2333
sklearn_train_test_eval,1.0.7.12,input_options|infile1,tabular,format_3475
